B279|MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA
B300†|QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*)
B301†|CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*)
B302|FARINGOCONJUNTIVITIS VIRAL
B303†|CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*)
B308†|OTRAS CONJUNTIVITIS VIRALES (H13.1*)
B309|CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION
B330|MIALGIA EPIDEMICA
B331|ENFERMEDAD DEL RIO ROSS
B332|CARDITIS VIRAL
B333|INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE
B338|OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B340|INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION
B341|INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION
B342|INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION
B343|INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION
B344|INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION
B348|OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B349|INFECCION VIRAL, NO ESPECIFICADA
B350|TIÑA DE LA BARBA Y DEL CUERO CABELLUDO
B351|TIÑA DE LAS UÑAS
B352|TIÑA DE LA MANO
B353|TIÑA DEL PIE [TINEA PEDIS]
B354|TIÑA DEL CUERPO [TINEA CORPORIS]
B355|TIÑA IMBRICADA [TINEA IMBRICATA]
B356|TIÑA INGUINAL [TINEA CRURIS]
B358|OTRAS DERMATOFITOSIS
B359|DERMATOFITOSIS, NO ESPECIFICADA
B360|PITIRIASIS VERSICOLOR
B361|TIÑA NEGRA
B362|PIEDRA BLANCA
B363|PIEDRA NEGRA
B368|OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369|MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION
B370|ESTOMATITIS CANDIDIASICA
B371|CANDIDIASIS PULMONAR
B372|CANDIDIASIS DE LA PIEL Y DE LAS UÑAS
B373†|CANDIDIASIS DE LA VULVA Y DE LA VAGINA (N77.1*)
B374|CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B375†|MENINGITIS DEBIDA A CANDIDA (G02.1*)
B376†|ENDOCARDITIS DEBIDA A CANDIDA (I39.8*)
B383|COCCIDIOIDOMICOSIS CUTANEA
B403|BLASTOMICOSIS CUTANEA
B407|BLASTOMICOSIS DISEMINADA
B408|OTRAS FORMAS DE BLASTOMICOSIS
B409|BLASTOMICOSIS, NO ESPECIFICADA
B410|PARACOCCIDIOIDOMICOSIS PULMONAR
B417|PARACOCCIDIOIDOMICOSIS DISEMINADA
B418|OTRAS FORMAS PARACOCCIDIOIDOMICOSIS
B419|PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA
B421|ESPOROTRICOSIS LINFOCUTANEA
B427|ESPOROTRICOSIS DISEMINADA
B428|OTRAS FORMAS DE ESPOROTRICOSIS
B430|CROMOMICOSIS CUTANEA
B431|ABSCESO CEREBRAL FEOMICOTICO
B432|ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO
B438|OTRAS FORMAS DE CROMOMICOSIS
B439|CROMOMICOSIS, NO ESPECIFICADA
B440|ASPERGILOSIS PULMONAR INVASIVA
B441|OTRAS ASPERGILOSIS PULMONARES
B442|ASPERGILOSIS AMIGDALINA
B447|ASPERGILOSIS DISEMINADA
B448|OTRAS FORMAS DE ASPERGILOSIS
B449|ASPERGILOSIS, NO ESPECIFICADA
B450|CRIPTOCOCOSIS PULMONAR
B451|CRIPTOCOCOSIS CEREBRAL
B452|CRIPTOCOCOSIS CUTANEA
B453|CRIPTOCOCOSIS OSEA
B457|CRIPTOCOCOSIS DISEMINADA
B458|OTRAS FORMAS DE CRIPTOCOCOSIS
B459|CRIPTOCOCOSIS, NO ESPECIFICADA
B460|MUCORMICOSIS PULMONAR
B461|MUCORMICOSIS RINOCEREBRAL
B462|MUCORMICOSIS GASTROINTESTINAL
B463|MUCORMICOSIS CUTANEA
B464|MUCORMICOSIS DISEMINADA
B465|MUCORMICOSIS, SIN OTRA ESPECIFICACION
B468|OTRAS CIGOMICOSIS
B469|CIGOMICOSIS, NO ESPECIFICADA
B470|EUMICETOMA
B471|ACTINOMICETOMA
B479|MICETOMA, NO ESPECIFICADO
B480|LOBOMICOSIS
B481|RINOSPORIDIOSIS
B482|ALESQUERIASIS
B483|GEOTRICOSIS
B484|PENICILOSIS
B487|MICOSIS OPORTUNISTAS
B488|OTRAS MICOSIS ESPECIFICADAS
B49|MICOSIS, NO ESPECIFICADA
B500|PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508|OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509|PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACION
B510|PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518|PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519|PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES
B520|PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528|PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529|PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES
B530|PALUDISMO DEBIDO A PLASMODIUM AVALE
B538|OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE, NO CLASIFICADO EN OTRA PARTE
B54|PALUDISMO [MALARIA] NO ESPECIFICADO
B551|LEISHMANIASIS CUTANEA
B552|LEISHMANIASIS MUCOCUTANEA
B559|LEISHMANIASIS, NO ESPECIFICADA
B560|TRIPANOSOMIASIS GAMBIENSE
B561|TRIPANOSOMIASIS RHODESIENSE
B569|TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN
B580†|OCULOPATIA DEBIDA A TOXOPLASMA
B601|ACANTAMEBIASIS
B662|DICROCOELIASIS
B690|CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL
B691|CISTICERCOSIS DEL OJO
B699|CISTICERCOSIS, NO ESPECIFICADA
B700|DIFILOBOTRIASIS INTESTINAL
B760|ANQUILOSTOMIASIS
B831|GNATOSTOMIASIS
B850|PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
B851|PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS
B852|PEDICULOSIS, SIN OTRA ESPECIFICACION
B853|PHTHIRIASIS
B854|PEDICULOSIS Y PHTHIRIASIS MIXTAS
B86|ESCABIOSIS
B870|MIASIS CUTANEA
B871|MIASIS EN HERIDAS
B872|MIASIS OCULAR
B873|MIASIS NASOFARINGEA
B874|MIASIS AURAL
B878|MIASIS DE OTROS SITIOS
B879|MIASIS, NO ESPECIFICADA
B880|OTRAS ACARIASIS
B881|TUNGIASIS [INFECCION DEBIDA A PULGA DE ARENA]
B882|OTRAS INFESTACIONES DEBIDAS A ARTROPODOS
B883|HIRUDINIASIS EXTERNA
B888|OTRAS INFESTACIONES ESPECIFICAS
B900|SECUELAS DE TUBERCULOSIS DEL SISTEMA NERVIOSO CENTRAL
B901|SECUELAS DE TUBERCULOSIS GENITOURINARIA
B902|SECUELAS DE TUBERCULOSIS DE HUESOS Y ARTICULACIONES
B908|SECUELAS DE TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
B909|SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA
B91|SECUELAS DE POLIOMIELITIS
B92|SECUELAS DE LEPRA
B940|SECUELAS DE TRACOMA
B941|SECUELAS DE ENCEFALITIS VIRAL
B942|SECUELAS DE HEPATITIS VIRAL
B948|SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS
B949|SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS
B950|ESTREPTOCOCO, GRUPO A, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B951|ESTREPTOCOCO, GRUPO B, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B952|ESTREPTOCOCO, GRUPO D, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B953|STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B954|OTROS STREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B955|ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B956|STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B957|OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B958|ESTAFILOCOCO NO ESPECIFICADO, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B960|MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B962|ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B963|HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B964|PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B965|PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B966|BACILLUS FRAGILIS [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B967|CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B968|OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B970|ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B972|CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B973|RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B975|REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B976|PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B977|PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B978|OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B99|OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS
C000|TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA
C001|TUMOR MALIGNO DEL LABIO INFERIOR, CARA EXTERNA
C002|TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN
C003|TUMOR MALIGNO DEL LABIO SUPERIOR, CARA INTERNA
C004|TUMOR MALIGNO DEL LABIO INFERIOR, CARA INTERNA
C005|TUMOR MALIGNO DEL LABIO, CARA INTERNA, SIN OTRA ESPECIFICACION
C006|TUMOR MALIGNO DE LA COMISURA LABIAL
C008|LESION DE SITIOS CONTIGUOS DEL LABIO
C009|TUMOR MALIGNO DEL LABIO, PARTE NO ESPECIFICADA
C01|TUMOR MALIGNO DE LA BASE DE LA LENGUA
C020|TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA
C021|TUMOR MALIGNO DEL BORDE DE LA LENGUA
C022|TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA
C023|TUMOR MALIGNO DE LOS DOS TERCIOS ANTERIORES DE LA LENGUA, PARTE NO ESPECIFICADA
C024|TUMOR MALIGNO DE LA AMIGDALA LINGUAL
C028|LESION DE SITIOS CONTIGUOS DE LA LENGUA
C029|TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA
C030|TUMOR MALIGNO DE LA ENCIA SUPERIOR
C031|TUMOR MALIGNO DE LA ENCIA INFERIOR
C039|TUMOR MALIGNO DE LA ENCIA, PARTE NO ESPECIFICADA
C040|TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA
C041|TUMOR MALIGNO DE LA PARTE LATERAL DEL PISO DE LA BOCA
C048|LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA
C049|TUMOR MALIGNO DEL PISO DE LA BOCA, PARTE NO ESPECIFICADA
C050|TUMOR MALIGNO DEL PALADAR DURO
C051|TUMOR MALIGNO DEL PALADAR BLANDO
C052|TUMOR MALIGNO DE LA UVULA
C058|LESION DE SITIOS CONTIGUOS DEL PALADAR
C059|TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA
C060|TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA
C061|TUMOR MALIGNO DEL VESTIBULO DE LA BOCA
C062|TUMOR MALIGNO DEL AREA RETROMOLAR
C068|LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
C069|TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA
C07|TUMOR MALIGNO DE LA GLANDULA PAROTIDA
C080|TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR
C081|TUMOR MALIGNO DE LA GLANDULA SUBLINGUAL
C088|LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES
C089|TUMOR MALIGNO DE GLANDULA SALIVAL MAYOR, NO ESPECIFICADA
C090|TUMOR MALIGNO DE LA FOSA AMIGDALINA
C091|TUMOR MALIGNO DEL PILAR AMIGDALINO (ANTERIOR) (POSTERIOR)
C098|LESION DE SITIOS CONTIGUOS DE LA AMIGDALA
C099|TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA
C100|TUMOR MALIGNO DE LA VALECULA
C101|TUMOR MALIGNO DE LA CARA ANTERIOR DE LA EPIGLOTIS
C102|TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE
C103|TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE
C104|TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL
C108|LESION DE SITIOS CONTIGUOS DE LA OROFARINGE
C109|TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA
C110|TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE
C111|TUMOR MALIGNO DE LA PARED POSTERIOR DE LA NASOFARINGE
C112|TUMOR MALIGNO DE LA PARED LATERAL DE LA NASOFARINGE
C113|TUMOR MALIGNO DE LA PARED ANTERIOR DE LA NASOFARINGE
C118|LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE
C119|TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA
C12|TUMOR MALIGNO DEL SENO PIRIFORME
C130|TUMOR MALIGNO DE LA REGION POSTCRICOIDEA
C131|TUMOR MALIGNO DEL PLIEGUE ARITENOEPIGLOTICO, CARA HIPOFARINGEA
C132|TUMOR MALIGNO DE LA PARED POSTERIOR DE LA HIPOFARINGE
C138|LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE
C139|TUMOR MALIGNO DE LA HIPOFARINGE, PARTE NO ESPECIFICADA
C140|TUMOR MALIGNO DE LA FARINGE, PARTE NO ESPECIFICADA
C142|TUMOR MALIGNO DEL ANILLO DE WALDEYER
C148|LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE
C150|TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL
C151|TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA
C152|TUMOR MALIGNO DEL ESOFAGO, PORCION ABDOMINAL
C153|TUMOR MALIGNO DEL TERCIO SUPERIOR DEL ESOFAGO
C154|TUMOR MALIGNO DEL TERCIO MEDIO DEL ESOFAGO
C155|TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO
C158|LESION DE SITIOS CONTIGUOS DEL ESOFAGO
C159|TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA
C160|TUMOR MALIGNO DEL CARDIAS
C161|TUMOR MALIGNO DEL FUNDUS GASTRICO
C162|TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO
C163|TUMOR MALIGNO DEL ANTRO PILORICO
C164|TUMOR MALIGNO DEL PILORO
C165|TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION
C166|TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION
C168|LESION DE SITIOS CONTIGUOS DEL ESTOMAGO
C169|TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA
C170|TUMOR MALIGNO DEL DUODENO
C171|TUMOR MALIGNO DEL YEYUNO
C172|TUMOR MALIGNO DEL ILEON
C173|TUMOR MALIGNO DEL DIVERTICULO DE MECKEL
C178|TUMOR MALIGNO DEL LESION DE SITIOS CONTIGUOS DEL INTESTINO DELGADO
C179|TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA
C180|TUMOR MALIGNO DEL CIEGO
C181|TUMOR MALIGNO DEL APENDICE
C182|TUMOR MALIGNO DEL COLON ASCENDENTE
C183|TUMOR MALIGNO DEL ANGULO HEPATICO
C184|TUMOR MALIGNO DEL COLON TRANSVERSO
C185|TUMOR MALIGNO DEL ANGULO ESPLENICO
C186|TUMOR MALIGNO DEL COLON DESCENDENTE
C187|TUMOR MALIGNO DEL COLON SIGMOIDE
C188|LESION DE SITIOS CONTIGUOS DEL COLON
C189|TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA
C19|TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA
C20|TUMOR MALIGNO DEL RECTO
C210|TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA
C211|TUMOR MALIGNO DEL CONDUCTO ANAL
C212|TUMOR MALIGNO DE LA ZONA CLOACOGENICA
C218|LESION DE SITIOS CONTIGUOS DEL ANO, DEL CONDUCTO ANAL Y DEL RECTO
C220|CARCINOMA DE CELULAS HEPATICAS
C221|CARCINOMA DE VIAS BILIARES INTRAHEPATICAS
C222|HEPATOBLASTOMA
C223|ANGIOSARCOMA DEL HIGADO
C224|OTROS SARCOMAS DEL HIGADO
C227|OTROS CARCINOMAS ESPECIFICADOS DEL HIGADO
C229|TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO
C23|TUMOR MALIGNO DE LA VESICULA BILIAR
C240|TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS
C241|TUMOR MALIGNO DE LA AMPOLLA DE VATER
C248|LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES
C249|TUMOR MALIGNO DE LAS VIAS BILIARES, PARTE NO ESPECIFICADA
C250|TUMOR MALIGNO DE LA CABEZA DEL PANCREAS
C251|TUMOR MALIGNO DEL CUERPO DEL PANCREAS
C252|TUMOR MALIGNO DE LA COLA DEL PANCREAS
C253|TUMOR MALIGNO DEL CONDUCTO PANCREATICO
C254|TUMOR MALIGNO DEL PANCREAS ENDOCRINO
C257|TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS
C258|LESION DE SITIOS CONTIGUOS DEL PANCREAS
C259|TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA
C260|TUMOR MALIGNO DEL INTESTINO, PARTE NO ESPECIFICADA
C261|TUMOR MALIGNO DEL BAZO
C268|LESION DE SITIOS CONTIGUOS DE LOS ORGANOS DIGESTIVOS
C269|TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS
C300|TUMOR MALIGNO DE LA FOSA NASAL
C301|TUMOR MALIGNO DEL OIDO MEDIO
C310|TUMOR MALIGNO DEL SENO MAXILAR
C311|TUMOR MALIGNO DEL SENO ETMOIDAL
C312|TUMOR MALIGNO DEL SENO FRONTAL
C313|TUMOR MALIGNO DEL SENO ESFENOIDAL
C318|LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES
C319|TUMOR MALIGNO DEL SENO PARANASAL NO ESPECIFICADO
C320|TUMOR MALIGNO DE LA GLOTIS
C321|TUMOR MALIGNO DE LA REGION SUPRAGLOTICA
C322|TUMOR MALIGNO DE LA REGION SUBGLOTICA
C323|TUMOR MALIGNO DEL CARTILAGO LARINGEO
C328|LESION DE SITIOS CONTIGUOS DE LA LARINGE
C329|TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA
C33|TUMOR MALIGNO DE LA TRAQUEA
C340|TUMOR MALIGNO DEL BRONQUIO PRINCIPAL
C341|TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON
C342|TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON
C343|TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON
C348|LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON
C349|TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA
C37|TUMOR MALIGNO DEL TIMO
C380|TUMOR MALIGNO DEL CORAZON
C381|TUMOR MALIGNO DEL MEDIASTINO ANTERIOR
C382|TUMOR MALIGNO DEL MEDIASTINO POSTERIOR
C383|TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA
C384|TUMOR MALIGNO DE LA PLEURA
C388|LESION DE SITIOS CONTIGUOS DEL CORAZON, DEL MEDIASTINO Y DE LA PLEURA
C390|TUMOR MALIGNO DE LAS VIAS RESPIRATORIAS SUPERIORES, PARTE NO ESPECIFICADA
C398|LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS
C399|TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA RESPIRATORIO
C400|TUMOR MALIGNO DEL OMOPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR
C401|TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR
C402|TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR
